sub,trial,emotion,valence,arousal,study
1,1,annoyed,53,-50,ug
1,2,relaxed,151,-187,ug
1,3,enthusiastic,149,132,ug
1,4,calm,142,-197,ug
1,5,disappointed,-163,-137,ug
1,6,aroused,127,155,ug
1,7,neutral,-1,0,ug
1,8,sluggish,-170,-146,ug
1,9,peppy,128,171,ug
1,10,quiet,1,-231,ug
1,11,still,-5,-166,ug
1,12,surprised,-14,144,ug
1,13,sleepy,48,-233,ug
1,14,nervous,-141,189,ug
1,15,afraid,-43,174,ug
1,16,satisfied,223,147,ug
1,17,disgusted,-147,154,ug
1,18,angry,-164,172,ug
1,19,happy,101,127,ug
1,20,sad,-106,-140,ug
2,1,relaxed,155,1,ug
2,2,calm,224,2,ug
2,3,sad,-207,-3,ug
2,4,surprised,1,126,ug
2,5,still,0,3,ug
2,6,aroused,39,193,ug
2,7,peppy,141,134,ug
2,8,disappointed,-150,100,ug
2,9,sleepy,-160,-196,ug
2,10,angry,-138,195,ug
2,11,annoyed,-194,1,ug
2,12,enthusiastic,227,229,ug
2,13,nervous,-200,85,ug
2,14,disgusted,-243,238,ug
2,15,satisfied,247,225,ug
2,16,neutral,-4,0,ug
2,17,afraid,-158,-99,ug
2,18,sluggish,-151,-195,ug
2,19,quiet,-2,-2,ug
2,20,happy,250,153,ug
3,1,enthusiastic,233,235,ug
3,2,surprised,1,232,ug
3,3,still,1,-247,ug
3,4,happy,244,110,ug
3,5,aroused,1,240,ug
3,6,afraid,-239,243,ug
3,7,neutral,0,0,ug
3,8,satisfied,239,12,ug
3,9,annoyed,-151,122,ug
3,10,relaxed,153,-168,ug
3,11,sad,-122,2,ug
3,12,nervous,-2,234,ug
3,13,angry,-217,174,ug
3,14,calm,212,-228,ug
3,15,disappointed,-193,18,ug
3,16,quiet,194,-230,ug
3,17,peppy,201,203,ug
3,18,sluggish,-3,-241,ug
3,19,disgusted,-182,173,ug
3,20,sleepy,-1,-210,ug
4,1,quiet,236,-243,ug
4,2,disappointed,-240,235,ug
4,3,sad,-230,229,ug
4,4,enthusiastic,241,238,ug
4,5,sluggish,-3,-236,ug
4,6,happy,233,231,ug
4,7,disgusted,-236,233,ug
4,8,angry,-236,238,ug
4,9,calm,239,-240,ug
4,10,aroused,3,243,ug
4,11,surprised,0,241,ug
4,12,sleepy,-1,-235,ug
4,13,relaxed,241,-237,ug
4,14,neutral,2,1,ug
4,15,satisfied,244,-2,ug
4,16,nervous,-244,242,ug
4,17,peppy,242,238,ug
4,18,afraid,-243,239,ug
4,19,annoyed,-241,244,ug
4,20,still,1,0,ug
5,1,angry,-129,-126,ug
5,2,sad,-182,-69,ug
5,3,quiet,-29,1,ug
5,4,enthusiastic,140,115,ug
5,5,surprised,40,100,ug
5,6,sleepy,-80,-131,ug
5,7,disappointed,-207,-206,ug
5,8,still,-8,-10,ug
5,9,calm,1,-1,ug
5,10,afraid,-118,-222,ug
5,11,disgusted,-238,-246,ug
5,12,sluggish,-60,-141,ug
5,13,nervous,-145,-110,ug
5,14,annoyed,-229,-217,ug
5,15,aroused,3,230,ug
5,16,relaxed,37,1,ug
5,17,neutral,2,3,ug
5,18,satisfied,150,18,ug
5,19,peppy,83,8,ug
5,20,happy,195,70,ug
6,1,angry,-200,11,ug
6,2,still,190,19,ug
6,3,neutral,1,1,ug
6,4,quiet,205,-2,ug
6,5,satisfied,0,208,ug
6,6,sluggish,-189,-4,ug
6,7,annoyed,-206,-3,ug
6,8,relaxed,211,-1,ug
6,9,disappointed,-223,-4,ug
6,10,calm,-1,238,ug
6,11,peppy,-21,-2,ug
6,12,sad,3,-193,ug
6,13,happy,0,237,ug
6,14,afraid,-216,0,ug
6,15,nervous,-218,4,ug
6,16,disgusted,-236,-3,ug
6,17,enthusiastic,235,-5,ug
6,18,aroused,-4,2,ug
6,19,surprised,203,1,ug
6,20,sleepy,-3,-4,ug
7,1,enthusiastic,136,207,ug
7,2,angry,-179,196,ug
7,3,nervous,-228,94,ug
7,4,annoyed,-49,46,ug
7,5,disgusted,-189,126,ug
7,6,calm,41,1,ug
7,7,quiet,57,-155,ug
7,8,relaxed,184,-233,ug
7,9,satisfied,225,-86,ug
7,10,sad,-204,71,ug
7,11,surprised,-2,216,ug
7,12,sluggish,-39,-206,ug
7,13,still,21,-123,ug
7,14,sleepy,1,-225,ug
7,15,neutral,2,-1,ug
7,16,disappointed,-175,5,ug
7,17,happy,180,87,ug
7,18,afraid,-239,225,ug
7,19,aroused,102,157,ug
7,20,peppy,212,161,ug
8,1,sad,-202,-200,ug
8,2,aroused,-1,221,ug
8,3,annoyed,-239,1,ug
8,4,happy,239,2,ug
8,5,quiet,0,-238,ug
8,6,sluggish,-1,-241,ug
8,7,afraid,-172,1,ug
8,8,surprised,-1,136,ug
8,9,disgusted,-149,-1,ug
8,10,neutral,0,2,ug
8,11,nervous,0,116,ug
8,12,satisfied,153,0,ug
8,13,still,1,-242,ug
8,14,peppy,0,235,ug
8,15,relaxed,0,-239,ug
8,16,angry,-230,-1,ug
8,17,sleepy,0,-246,ug
8,18,enthusiastic,3,238,ug
8,19,calm,0,-240,ug
8,20,disappointed,-208,0,ug
9,1,nervous,-205,202,ug
9,2,afraid,-187,84,ug
9,3,peppy,161,193,ug
9,4,calm,219,-227,ug
9,5,happy,197,48,ug
9,6,quiet,31,-115,ug
9,7,disgusted,-152,-18,ug
9,8,annoyed,-119,67,ug
9,9,surprised,-39,145,ug
9,10,satisfied,143,-139,ug
9,11,still,25,-211,ug
9,12,relaxed,144,-208,ug
9,13,aroused,91,220,ug
9,14,disappointed,-39,-171,ug
9,15,angry,-179,235,ug
9,16,sluggish,-83,-220,ug
9,17,sad,-204,-152,ug
9,18,enthusiastic,168,239,ug
9,19,neutral,0,-1,ug
9,20,sleepy,0,-216,ug
10,1,sad,-72,-88,ug
10,2,sluggish,-76,-85,ug
10,3,quiet,-53,-80,ug
10,4,annoyed,-81,-79,ug
10,5,still,-1,-137,ug
10,6,relaxed,-49,-112,ug
10,7,angry,-70,68,ug
10,8,surprised,80,113,ug
10,9,disgusted,-84,121,ug
10,10,disappointed,-114,-130,ug
10,11,neutral,1,-2,ug
10,12,happy,161,181,ug
10,13,aroused,1,234,ug
10,14,calm,59,-211,ug
10,15,afraid,-79,109,ug
10,16,enthusiastic,165,198,ug
10,17,nervous,-90,105,ug
10,18,satisfied,116,100,ug
10,19,sleepy,-98,-111,ug
10,20,peppy,144,127,ug
11,1,angry,-41,-68,ug
11,2,nervous,-31,-95,ug
11,3,quiet,-33,-83,ug
11,4,annoyed,-35,-75,ug
11,5,surprised,35,79,ug
11,6,relaxed,-60,-83,ug
11,7,sad,110,-107,ug
11,8,disgusted,-97,65,ug
11,9,still,8,-155,ug
11,10,satisfied,107,-95,ug
11,11,calm,121,-116,ug
11,12,sluggish,-115,-126,ug
11,13,afraid,-85,111,ug
11,14,neutral,0,1,ug
11,15,sleepy,0,-211,ug
11,16,enthusiastic,141,124,ug
11,17,aroused,3,232,ug
11,18,happy,91,183,ug
11,19,disappointed,-28,-151,ug
11,20,peppy,116,121,ug
12,1,sad,-147,-28,ug
12,2,neutral,0,1,ug
12,3,aroused,105,173,ug
12,4,nervous,-76,147,ug
12,5,still,2,-100,ug
12,6,disappointed,-134,24,ug
12,7,sluggish,-107,-166,ug
12,8,angry,-130,149,ug
12,9,peppy,123,144,ug
12,10,disgusted,-89,89,ug
12,11,satisfied,85,-53,ug
12,12,annoyed,-92,64,ug
12,13,surprised,28,94,ug
12,14,enthusiastic,151,147,ug
12,15,calm,87,-159,ug
12,16,relaxed,114,-143,ug
12,17,happy,168,92,ug
12,18,sleepy,3,-184,ug
12,19,quiet,1,-127,ug
12,20,afraid,-132,73,ug
14,1,satisfied,162,64,ug
14,2,happy,224,239,ug
14,3,sad,-88,-103,ug
14,4,sluggish,-93,-91,ug
14,5,relaxed,46,45,ug
14,6,still,0,-1,ug
14,7,quiet,-2,0,ug
14,8,peppy,79,145,ug
14,9,disappointed,-80,-65,ug
14,10,aroused,2,200,ug
14,11,disgusted,-93,-148,ug
14,12,calm,0,0,ug
14,13,sleepy,1,1,ug
14,14,surprised,193,224,ug
14,15,annoyed,-167,-168,ug
14,16,nervous,2,-178,ug
14,17,enthusiastic,83,44,ug
14,18,angry,-222,-134,ug
14,19,afraid,-213,-137,ug
14,20,neutral,-1,1,ug
15,1,disappointed,-84,16,ug
15,2,still,3,-104,ug
15,3,quiet,35,-186,ug
15,4,disgusted,-160,135,ug
15,5,satisfied,136,103,ug
15,6,surprised,55,99,ug
15,7,sleepy,-46,-151,ug
15,8,angry,-176,106,ug
15,9,aroused,243,242,ug
15,10,enthusiastic,159,140,ug
15,11,calm,66,-6,ug
15,12,neutral,1,-1,ug
15,13,nervous,-81,20,ug
15,14,annoyed,-77,72,ug
15,15,happy,102,46,ug
15,16,sad,-107,50,ug
15,17,peppy,142,152,ug
15,18,sluggish,-150,-158,ug
15,19,relaxed,97,-39,ug
15,20,afraid,-206,183,ug
16,1,quiet,133,-219,ug
16,2,sluggish,-128,-169,ug
16,3,angry,-125,132,ug
16,4,surprised,116,183,ug
16,5,aroused,231,236,ug
16,6,relaxed,237,-249,ug
16,7,happy,250,44,ug
16,8,peppy,229,210,ug
16,9,disappointed,-167,-152,ug
16,10,nervous,-117,132,ug
16,11,afraid,-181,234,ug
16,12,sad,-235,-186,ug
16,13,satisfied,249,-35,ug
16,14,annoyed,-149,70,ug
16,15,still,125,-247,ug
16,16,enthusiastic,248,134,ug
16,17,sleepy,1,-218,ug
16,18,disgusted,-211,196,ug
16,19,calm,1,-2,ug
16,20,neutral,-2,1,ug
18,1,happy,245,-7,ug
18,2,peppy,7,235,ug
18,3,surprised,6,227,ug
18,4,sleepy,4,-240,ug
18,5,nervous,-239,-5,ug
18,6,sad,-234,-7,ug
18,7,still,0,-183,ug
18,8,aroused,2,115,ug
18,9,disgusted,-230,3,ug
18,10,angry,-215,3,ug
18,11,satisfied,211,3,ug
18,12,enthusiastic,1,207,ug
18,13,relaxed,2,-1,ug
18,14,neutral,2,1,ug
18,15,disappointed,-237,-5,ug
18,16,sluggish,3,-238,ug
18,17,annoyed,-233,-2,ug
18,18,calm,0,1,ug
18,19,quiet,2,1,ug
18,20,afraid,-233,0,ug
19,1,sad,-76,-104,ug
19,2,enthusiastic,176,168,ug
19,3,sleepy,-31,-228,ug
19,4,sluggish,-112,-217,ug
19,5,relaxed,234,193,ug
19,6,afraid,-230,-235,ug
19,7,satisfied,168,25,ug
19,8,aroused,12,231,ug
19,9,angry,-208,143,ug
19,10,disappointed,-117,41,ug
19,11,neutral,1,1,ug
19,12,annoyed,-132,21,ug
19,13,nervous,-118,16,ug
19,14,calm,168,-33,ug
19,15,disgusted,-166,106,ug
19,16,surprised,163,161,ug
19,17,quiet,98,-1,ug
19,18,still,120,2,ug
19,19,happy,178,-1,ug
19,20,peppy,204,104,ug
20,1,peppy,141,162,ug
20,2,aroused,2,183,ug
20,3,surprised,32,160,ug
20,4,afraid,-222,208,ug
20,5,sleepy,1,-196,ug
20,6,quiet,1,-146,ug
20,7,nervous,-119,201,ug
20,8,disappointed,-124,-168,ug
20,9,annoyed,-127,74,ug
20,10,satisfied,134,1,ug
20,11,sad,-196,-52,ug
20,12,enthusiastic,202,202,ug
20,13,relaxed,97,-159,ug
20,14,sluggish,-38,-167,ug
20,15,happy,98,101,ug
20,16,angry,-207,164,ug
20,17,still,4,1,ug
20,18,disgusted,-150,-44,ug
20,19,neutral,2,0,ug
20,20,calm,119,-118,ug
21,1,satisfied,123,116,ug
21,2,aroused,-1,240,ug
21,3,happy,236,2,ug
21,4,neutral,-1,-1,ug
21,5,peppy,119,156,ug
21,6,disgusted,-216,105,ug
21,7,quiet,-1,-109,ug
21,8,nervous,-79,97,ug
21,9,calm,-1,-161,ug
21,10,sluggish,-1,-222,ug
21,11,disappointed,-197,32,ug
21,12,annoyed,-177,81,ug
21,13,enthusiastic,137,229,ug
21,14,surprised,-1,152,ug
21,15,relaxed,-1,-47,ug
21,16,angry,-241,240,ug
21,17,sleepy,-1,-245,ug
21,18,still,-1,-2,ug
21,19,afraid,-174,184,ug
21,20,sad,-137,-143,ug
22,1,relaxed,147,14,ug
22,2,annoyed,-10,124,ug
22,3,aroused,-7,58,ug
22,4,still,3,-154,ug
22,5,enthusiastic,191,174,ug
22,6,happy,160,206,ug
22,7,neutral,2,-5,ug
22,8,surprised,139,163,ug
22,9,disgusted,-13,-167,ug
22,10,peppy,88,121,ug
22,11,angry,-88,156,ug
22,12,calm,65,-110,ug
22,13,sad,-167,-53,ug
22,14,sluggish,-165,-155,ug
22,15,nervous,-129,107,ug
22,16,quiet,12,-94,ug
22,17,sleepy,31,-147,ug
22,18,satisfied,102,61,ug
22,19,disappointed,-204,-121,ug
22,20,afraid,-209,60,ug
23,1,calm,0,-227,ug
23,2,aroused,1,228,ug
23,3,annoyed,-160,85,ug
23,4,sluggish,-121,-243,ug
23,5,satisfied,114,-117,ug
23,6,enthusiastic,160,197,ug
23,7,sleepy,3,-239,ug
23,8,afraid,-196,209,ug
23,9,surprised,-1,155,ug
23,10,relaxed,80,-132,ug
23,11,angry,-205,142,ug
23,12,still,-3,-230,ug
23,13,quiet,2,-149,ug
23,14,neutral,1,-1,ug
23,15,peppy,55,178,ug
23,16,disappointed,-136,-3,ug
23,17,nervous,-76,138,ug
23,18,disgusted,-105,61,ug
23,19,sad,-223,-89,ug
23,20,happy,233,113,ug
24,1,peppy,1,62,ug
24,2,angry,-228,1,ug
24,3,relaxed,223,-3,ug
24,4,sleepy,5,199,ug
24,5,enthusiastic,93,-2,ug
24,6,sluggish,-3,-121,ug
24,7,happy,232,-1,ug
24,8,aroused,1,226,ug
24,9,still,0,-1,ug
24,10,quiet,-1,0,ug
24,11,disappointed,-232,3,ug
24,12,afraid,-235,2,ug
24,13,calm,2,-4,ug
24,14,nervous,-111,-6,ug
24,15,sad,-144,5,ug
24,16,neutral,3,0,ug
24,17,annoyed,93,-9,ug
24,18,satisfied,4,1,ug
24,19,surprised,222,0,ug
24,20,disgusted,-162,3,ug
25,1,sad,-243,-244,ug
25,2,surprised,247,248,ug
25,3,quiet,0,-1,ug
25,4,afraid,-244,246,ug
25,5,aroused,0,246,ug
25,6,sluggish,0,-246,ug
25,7,satisfied,247,-2,ug
25,8,happy,250,134,ug
25,9,angry,-243,246,ug
25,10,disgusted,-241,-151,ug
25,11,disappointed,-243,-111,ug
25,12,neutral,0,-1,ug
25,13,peppy,245,144,ug
25,14,sleepy,1,-247,ug
25,15,calm,250,-249,ug
25,16,relaxed,247,-249,ug
25,17,nervous,-94,106,ug
25,18,annoyed,-112,110,ug
25,19,still,2,-111,ug
25,20,enthusiastic,246,175,ug
26,1,disappointed,-147,31,ug
26,2,disgusted,-219,228,ug
26,3,afraid,-158,229,ug
26,4,nervous,-156,33,ug
26,5,happy,166,146,ug
26,6,sad,-175,-35,ug
26,7,angry,-127,198,ug
26,8,surprised,2,164,ug
26,9,annoyed,-120,158,ug
26,10,sleepy,-22,-244,ug
26,11,quiet,-9,-7,ug
26,12,aroused,15,230,ug
26,13,peppy,212,239,ug
26,14,satisfied,116,83,ug
26,15,calm,52,-222,ug
26,16,relaxed,90,-172,ug
26,17,sluggish,-173,-239,ug
26,18,neutral,6,6,ug
26,19,still,8,-26,ug
26,20,enthusiastic,201,224,ug
27,1,enthusiastic,235,1,ug
27,2,relaxed,236,2,ug
27,3,afraid,-240,1,ug
27,4,disgusted,-230,6,ug
27,5,sluggish,-240,2,ug
27,6,neutral,0,0,ug
27,7,happy,138,156,ug
27,8,nervous,-196,208,ug
27,9,surprised,234,-1,ug
27,10,aroused,3,234,ug
27,11,satisfied,238,0,ug
27,12,annoyed,-233,4,ug
27,13,disappointed,-234,5,ug
27,14,calm,236,0,ug
27,15,still,0,3,ug
27,16,quiet,2,1,ug
27,17,sleepy,0,4,ug
27,18,peppy,-2,3,ug
27,19,angry,-234,2,ug
27,20,sad,-233,2,ug
28,1,relaxed,166,-210,ug
28,2,sad,-126,-156,ug
28,3,sluggish,-127,-201,ug
28,4,sleepy,68,-222,ug
28,5,calm,117,-210,ug
28,6,annoyed,-134,-68,ug
28,7,neutral,1,-1,ug
28,8,happy,202,48,ug
28,9,afraid,-141,93,ug
28,10,satisfied,167,48,ug
28,11,peppy,184,194,ug
28,12,surprised,161,85,ug
28,13,disgusted,-176,131,ug
28,14,nervous,-118,53,ug
28,15,aroused,3,242,ug
28,16,angry,-175,174,ug
28,17,enthusiastic,181,204,ug
28,18,disappointed,-183,112,ug
28,19,quiet,42,-168,ug
28,20,still,2,-224,ug
29,1,calm,109,-147,ug
29,2,neutral,-1,-1,ug
29,3,nervous,-86,185,ug
29,4,sleepy,-59,-208,ug
29,5,enthusiastic,122,202,ug
29,6,aroused,62,219,ug
29,7,disgusted,-185,-16,ug
29,8,happy,226,193,ug
29,9,sluggish,-100,-214,ug
29,10,afraid,-182,-43,ug
29,11,disappointed,-71,-93,ug
29,12,peppy,200,208,ug
29,13,quiet,-22,-218,ug
29,14,annoyed,-199,-31,ug
29,15,satisfied,127,-20,ug
29,16,surprised,28,173,ug
29,17,relaxed,110,-222,ug
29,18,still,46,-189,ug
29,19,angry,-156,206,ug
29,20,sad,-185,-127,ug
30,1,afraid,-217,208,ug
30,2,nervous,-22,135,ug
30,3,sleepy,-1,-91,ug
30,4,sad,-130,-188,ug
30,5,satisfied,234,114,ug
30,6,enthusiastic,214,222,ug
30,7,still,-1,-185,ug
30,8,relaxed,1,-4,ug
30,9,peppy,61,197,ug
30,10,angry,-222,225,ug
30,11,sluggish,-21,-201,ug
30,12,surprised,15,180,ug
30,13,disgusted,-229,65,ug
30,14,disappointed,-23,-207,ug
30,15,quiet,3,-1,ug
30,16,happy,162,172,ug
30,17,calm,3,-1,ug
30,18,annoyed,-146,37,ug
30,19,aroused,1,238,ug
30,20,neutral,0,0,ug
31,1,sluggish,-157,-155,ug
31,2,disgusted,-132,131,ug
31,3,disappointed,-202,61,ug
31,4,sad,-217,-117,ug
31,5,angry,-220,207,ug
31,6,neutral,9,13,ug
31,7,aroused,57,61,ug
31,8,relaxed,213,-109,ug
31,9,quiet,209,-189,ug
31,10,calm,222,-177,ug
31,11,satisfied,223,93,ug
31,12,annoyed,-147,133,ug
31,13,still,219,-230,ug
31,14,afraid,-232,231,ug
31,15,enthusiastic,195,192,ug
31,16,happy,209,179,ug
31,17,nervous,-126,106,ug
31,18,sleepy,14,-206,ug
31,19,surprised,172,128,ug
31,20,peppy,184,184,ug
32,1,still,136,-216,ug
32,2,sad,-127,14,ug
32,3,nervous,-57,216,ug
32,4,annoyed,-137,209,ug
32,5,enthusiastic,191,137,ug
32,6,calm,81,-110,ug
32,7,satisfied,116,0,ug
32,8,peppy,84,102,ug
32,9,afraid,-126,149,ug
32,10,sleepy,35,-229,ug
32,11,aroused,0,245,ug
32,12,sluggish,-38,-186,ug
32,13,disappointed,-135,-15,ug
32,14,quiet,2,2,ug
32,15,happy,106,74,ug
32,16,angry,-128,117,ug
32,17,relaxed,51,-176,ug
32,18,surprised,-1,127,ug
32,19,neutral,3,-2,ug
32,20,disgusted,-223,208,ug
33,1,sad,-164,-2,ug
33,2,sluggish,-1,-104,ug
33,3,neutral,3,1,ug
33,4,nervous,1,173,ug
33,5,annoyed,-180,0,ug
33,6,angry,-156,-2,ug
33,7,still,-2,-45,ug
33,8,relaxed,3,-31,ug
33,9,calm,2,-26,ug
33,10,aroused,1,179,ug
33,11,surprised,1,212,ug
33,12,peppy,1,217,ug
33,13,afraid,-190,4,ug
33,14,sleepy,-1,-227,ug
33,15,disappointed,-129,3,ug
33,16,disgusted,1,127,ug
33,17,satisfied,157,2,ug
33,18,quiet,0,-15,ug
33,19,enthusiastic,232,1,ug
33,20,happy,196,-1,ug
34,1,angry,-129,151,ug
34,2,surprised,167,225,ug
34,3,sleepy,1,-172,ug
34,4,disgusted,-149,64,ug
34,5,sluggish,-54,-184,ug
34,6,peppy,131,226,ug
34,7,disappointed,-132,-172,ug
34,8,relaxed,201,-190,ug
34,9,still,1,-225,ug
34,10,aroused,0,228,ug
34,11,satisfied,134,174,ug
34,12,nervous,-132,198,ug
34,13,calm,163,-201,ug
34,14,enthusiastic,156,207,ug
34,15,quiet,160,-188,ug
34,16,afraid,-181,202,ug
34,17,happy,191,191,ug
34,18,sad,-204,55,ug
34,19,neutral,0,0,ug
34,20,annoyed,-144,172,ug
36,1,calm,165,-187,ug
36,2,aroused,92,192,ug
36,3,quiet,165,-243,ug
36,4,surprised,1,206,ug
36,5,happy,238,181,ug
36,6,annoyed,-175,-50,ug
36,7,relaxed,173,-220,ug
36,8,peppy,126,133,ug
36,9,angry,-176,128,ug
36,10,sad,-121,-132,ug
36,11,afraid,-166,109,ug
36,12,still,3,-246,ug
36,13,nervous,-204,-50,ug
36,14,sluggish,-56,-242,ug
36,15,sleepy,0,-249,ug
36,16,disgusted,-182,-3,ug
36,17,disappointed,-122,-69,ug
36,18,neutral,0,1,ug
36,19,satisfied,112,-105,ug
36,20,enthusiastic,88,121,ug
37,1,disappointed,-147,-127,ug
37,2,enthusiastic,200,142,ug
37,3,surprised,0,145,ug
37,4,neutral,1,0,ug
37,5,aroused,1,237,ug
37,6,disgusted,-249,134,ug
37,7,sad,-113,-167,ug
37,8,nervous,-23,186,ug
37,9,quiet,32,-207,ug
37,10,peppy,131,106,ug
37,11,angry,-26,208,ug
37,12,annoyed,-108,27,ug
37,13,afraid,-199,72,ug
37,14,sluggish,-21,-220,ug
37,15,sleepy,69,-240,ug
37,16,satisfied,169,-31,ug
37,17,calm,215,1,ug
37,18,still,116,-97,ug
37,19,happy,187,65,ug
37,20,relaxed,134,-139,ug
38,1,enthusiastic,139,163,ug
38,2,relaxed,224,-182,ug
38,3,angry,-210,196,ug
38,4,disgusted,-216,37,ug
38,5,quiet,26,-224,ug
38,6,calm,159,-229,ug
38,7,sluggish,-56,-227,ug
38,8,still,0,-229,ug
38,9,neutral,1,0,ug
38,10,sleepy,-2,-225,ug
38,11,surprised,-85,224,ug
38,12,aroused,80,229,ug
38,13,nervous,-224,228,ug
38,14,peppy,200,227,ug
38,15,happy,229,48,ug
38,16,sad,-215,-102,ug
38,17,annoyed,-206,62,ug
38,18,disappointed,-233,1,ug
38,19,afraid,-217,218,ug
38,20,satisfied,207,-36,ug
39,1,disgusted,-165,110,ug
39,2,angry,-227,239,ug
39,3,sad,-170,59,ug
39,4,relaxed,231,-205,ug
39,5,neutral,-1,2,ug
39,6,nervous,-160,70,ug
39,7,disappointed,-140,90,ug
39,8,happy,213,161,ug
39,9,enthusiastic,234,209,ug
39,10,sleepy,65,-236,ug
39,11,quiet,16,-128,ug
39,12,aroused,23,244,ug
39,13,annoyed,-134,119,ug
39,14,calm,2,-1,ug
39,15,still,0,3,ug
39,16,surprised,43,171,ug
39,17,satisfied,243,-28,ug
39,18,sluggish,4,-232,ug
39,19,peppy,16,232,ug
39,20,afraid,-234,156,ug
40,1,peppy,103,97,ug
40,2,disgusted,-177,214,ug
40,3,nervous,-35,188,ug
40,4,quiet,2,-84,ug
40,5,relaxed,119,-124,ug
40,6,surprised,0,117,ug
40,7,sluggish,-14,-77,ug
40,8,neutral,1,0,ug
40,9,enthusiastic,182,172,ug
40,10,happy,154,45,ug
40,11,afraid,-49,124,ug
40,12,satisfied,105,-9,ug
40,13,still,1,-127,ug
40,14,angry,-119,195,ug
40,15,sad,-142,-98,ug
40,16,calm,55,-120,ug
40,17,annoyed,-36,122,ug
40,18,disappointed,-98,-28,ug
40,19,aroused,0,235,ug
40,20,sleepy,28,-198,ug
41,1,relaxed,140,-105,ug
41,2,surprised,174,153,ug
41,3,afraid,-153,98,ug
41,4,peppy,187,126,ug
41,5,disgusted,-176,145,ug
41,6,sluggish,-213,-239,ug
41,7,still,2,-1,ug
41,8,happy,210,220,ug
41,9,calm,207,-76,ug
41,10,angry,-188,181,ug
41,11,annoyed,-176,221,ug
41,12,disappointed,-181,-122,ug
41,13,neutral,1,-2,ug
41,14,nervous,-157,-84,ug
41,15,enthusiastic,208,164,ug
41,16,aroused,225,192,ug
41,17,sleepy,0,2,ug
41,18,satisfied,125,67,ug
41,19,quiet,4,-1,ug
41,20,sad,-149,-114,ug
42,1,sluggish,-49,-205,ug
42,2,disappointed,-103,1,ug
42,3,sleepy,0,-226,ug
42,4,enthusiastic,168,179,ug
42,5,calm,107,-18,ug
42,6,angry,-88,105,ug
42,7,afraid,-155,156,ug
42,8,relaxed,192,-114,ug
42,9,surprised,1,206,ug
42,10,sad,-192,-94,ug
42,11,peppy,197,190,ug
42,12,satisfied,181,1,ug
42,13,aroused,0,207,ug
42,14,disgusted,-226,2,ug
42,15,neutral,0,0,ug
42,16,nervous,-80,104,ug
42,17,still,1,-61,ug
42,18,quiet,152,-137,ug
42,19,annoyed,-20,75,ug
42,20,happy,222,109,ug
43,1,still,40,-231,ug
43,2,happy,242,22,ug
43,3,relaxed,250,-249,ug
43,4,satisfied,248,-248,ug
43,5,disappointed,-247,-31,ug
43,6,disgusted,-235,25,ug
43,7,surprised,7,223,ug
43,8,neutral,8,-9,ug
43,9,peppy,131,140,ug
43,10,annoyed,-249,185,ug
43,11,aroused,132,233,ug
43,12,sluggish,-243,-123,ug
43,13,angry,-245,246,ug
43,14,sleepy,64,-240,ug
43,15,quiet,115,-248,ug
43,16,enthusiastic,183,248,ug
43,17,nervous,-81,231,ug
43,18,calm,26,-246,ug
43,19,sad,-247,-248,ug
43,20,afraid,-249,244,ug
44,1,aroused,193,202,ug
44,2,disappointed,-137,-114,ug
44,3,sad,-75,-60,ug
44,4,sleepy,-77,-41,ug
44,5,peppy,187,205,ug
44,6,annoyed,-147,163,ug
44,7,satisfied,160,190,ug
44,8,sluggish,-122,-73,ug
44,9,disgusted,-124,177,ug
44,10,afraid,-53,46,ug
44,11,quiet,-23,-48,ug
44,12,relaxed,2,0,ug
44,13,still,2,-4,ug
44,14,surprised,196,233,ug
44,15,nervous,-63,141,ug
44,16,happy,204,243,ug
44,17,neutral,4,5,ug
44,18,calm,-2,1,ug
44,19,enthusiastic,160,185,ug
44,20,angry,-133,111,ug
45,1,disgusted,-106,111,ug
45,2,enthusiastic,169,186,ug
45,3,afraid,-180,193,ug
45,4,surprised,207,208,ug
45,5,quiet,-122,-105,ug
45,6,sluggish,-127,-92,ug
45,7,sleepy,-173,-110,ug
45,8,nervous,-159,-107,ug
45,9,sad,-123,-136,ug
45,10,neutral,2,1,ug
45,11,angry,-211,200,ug
45,12,relaxed,-2,1,ug
45,13,calm,2,2,ug
45,14,aroused,229,211,ug
45,15,peppy,217,200,ug
45,16,satisfied,216,193,ug
45,17,still,3,-3,ug
45,18,disappointed,-45,-37,ug
45,19,happy,215,213,ug
45,20,annoyed,-126,124,ug
46,1,aroused,96,-164,ug
46,2,nervous,-89,-51,ug
46,3,peppy,227,69,ug
46,4,neutral,1,0,ug
46,5,satisfied,203,-3,ug
46,6,sleepy,21,-230,ug
46,7,still,-11,-6,ug
46,8,happy,219,138,ug
46,9,quiet,-15,-119,ug
46,10,relaxed,213,-204,ug
46,11,disappointed,-155,-148,ug
46,12,calm,44,-234,ug
46,13,enthusiastic,217,26,ug
46,14,disgusted,-218,-219,ug
46,15,angry,-242,-2,ug
46,16,sluggish,3,-136,ug
46,17,annoyed,-178,-9,ug
46,18,sad,-85,-224,ug
46,19,surprised,118,187,ug
46,20,afraid,-196,-100,ug
47,1,enthusiastic,184,204,ug
47,2,surprised,-2,220,ug
47,3,sad,-206,4,ug
47,4,afraid,-231,129,ug
47,5,disappointed,-212,-164,ug
47,6,calm,218,-224,ug
47,7,neutral,0,1,ug
47,8,quiet,0,3,ug
47,9,angry,-225,136,ug
